smile	binding.affinity
[H]C1=C([H])C([H])=C(C([H])=C1[H])C(=O)C(=O)C1=C([H])C([H])=C(Cl)C([H])=C1[H]	18.2
[H]C1=C([H])C([H])=C(C([H])=C1[H])C(=O)C(=O)C1=C([H])C([H])=C(C([H])=C1[H])C(=O)C(=O)C1=C([H])C([H])=C([H])C([H])=C1[H]	5.6
[H]C1=C([H])C(Cl)=C(C([H])=C1[H])C(=O)C(=O)C1=C([H])C([H])=C([H])C([H])=C1Cl	353
[H]C1=C([H])C2=C(C([H])=C1[H])C(=O)C(=O)N2C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])[H]	9.5
[H]C1=C([H])C2=C(C([H])=C1[H])C(=O)C(=O)N2C([H])([H])C([H])([H])N1C(=O)C(=O)C2=C1C([H])=C([H])C([H])=C2[H]	1540
[H]N1C(=O)C(=O)C2=C1C([H])=C([H])C([H])=C2Cl	7770
[H]C1=C(F)C([H])=C(C([H])=C1F)C(=O)C(=O)C1=C([H])C(F)=C([H])C(F)=C1[H]	23.4
[H]C1=C([H])C([H])=C2C(=C1[H])C(=O)C(=O)C2([H])[H]	5470
[H]C1=C([H])C2=C([H])C([H])=C([H])C3=C2C(=C1[H])C(=O)C3=O	170
[H]C1=C([H])C(=C2C3=C1C(=O)C(=O)C3=C([H])C([H])=C2[N+]([O-])=O)[N+]([O-])=O	620
[H]N1C(=O)C(=O)C2=C1C([H])=C(Cl)C([H])=C2Cl	620
[H]C1=C([H])C([H])=C(C([H])=C1[H])C(=O)C(=O)C1=C([H])C([H])=C([H])C([H])=C1[H]	28
[H]C1=C([H])C([H])=C(C([H])=C1[H])C(=O)C(=O)C([H])([H])[H]	1840
[H]C1=C([H])C2=C3N(C(=O)C2=O)C([H])([H])C([H])([H])C([H])([H])C3=C1[H]	4130
[H]C1=C([H])C2=C(C([H])=C1[H])C1=C([H])C([H])=C([H])C([H])=C1C(=O)C2=O	52
[H]C1=C([H])C2=C(C([H])=C1[H])C1=C([H])C([H])=C(C([H])=C1C(=O)C2=O)[N+]([O-])=O	107
[H]C1=C([H])C2=C(C([H])=C1[H])C(=O)C(=O)N2C([H])([H])C1=C([H])C([H])=C(C([H])=C1[H])C([H])([H])C1=C([H])C([H])=C(C([H])=C1[H])C([H])([H])N1C(=O)C(=O)C2=C1C([H])=C([H])C([H])=C2[H]	10
[H]C1=C([H])C([H])=C(C([H])=C1[H])C(=O)C(=O)C1=C([H])C(=C(C([H])=C1[H])C([H])([H])[H])[N+]([O-])=O	7.9
[H]C1=C([H])C([H])=C(C([H])=C1[H])C(=O)C(=O)C1=C([H])C([H])=C(C([H])=C1[H])[N+]([O-])=O	30.6
[H]C1=C([H])C(=C([H])C(=C1[H])[N+]([O-])=O)C(=O)C(=O)C1=C([H])C([H])=C([H])C(=C1[H])[N+]([O-])=O	397
[H]OC1=C([H])C([H])=C(C([H])=C1[H])C(=O)C(=O)C1=C([H])C([H])=C(O[H])C([H])=C1[H]	1200
[H]OC1=C([H])C([H])=C(Br)C([H])=C1C(=O)C(=O)C1=C(O[H])C([H])=C([H])C(Br)=C1[H]	72.7
[H]OC1=C([H])C(O[H])=C(C([H])=C1[H])C(=O)C(=O)C1=C([H])C([H])=C(O[H])C([H])=C1O[H]	1730
FC1=C(F)C(F)=C(C(=O)C(=O)C2=C(Cl)C(Cl)=C(Cl)C(Cl)=C2Cl)C(F)=C1F	380
[H]C1=C([H])C2=C(C([H])=C1[H])C(=O)C(=O)N2C([H])([H])C([H])([H])Br	1580
[H]C1=C([H])C2=C(C([H])=C1[H])C(=O)C(=O)N2C([H])([H])C([H])([H])I	740
[H]C1=C([H])C(=C([H])C([H])=C1C(=O)C(=O)C1=C([H])C([H])=C(C([H])=C1[H])[N+]([O-])=O)[N+]([O-])=O	470
[H]C1=C(C(C(=O)C(=O)C2=C(C([H])=C(C([H])=C2C([H])([H])[H])C([H])([H])[H])C([H])([H])[H])=C(C([H])=C1C([H])([H])[H])C([H])([H])[H])C([H])([H])[H]	4040
[H]C1([H])C([H])([H])C([H])([H])C([H])(C(=O)C(=O)C2([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C2([H])[H])C([H])([H])C1([H])[H]	76.4
[H]N1C(=O)C(=O)C2=C1C([H])=C(Br)C(=C2[H])C([H])([H])[H]	7410
[H]O[C@]([H])(C(=O)C1=C([H])C([H])=C([H])C([H])=C1[H])C1=C([H])C([H])=C([H])C([H])=C1[H]	2220
[H]C1=C([H])C(=C([H])C([H])=C1F)C(=O)C(=O)C1=C([H])C([H])=C(F)C([H])=C1[H]	168.5
[H]C1=C([H])C(=C([H])C([H])=C1Cl)C(=O)C(=O)C1=C([H])C([H])=C(Cl)C([H])=C1[H]	106
[H]C1=C([H])C([H])=C2C(C([H])=C([H])C(=O)C2=O)=C1[H]	2400
ClC1=C(Cl)C(=O)C(Cl)=C(Cl)C1=O	57.4
