smile	binding.affinity
[H]OC([H])([H])[C@]([H])(N([H])C1=NC(N([H])C([H])([H])C2=C([H])C([H])=C([H])C([H])=C2[H])=C2N=C([H])N(C2=N1)C([H])(C([H])([H])[H])C([H])([H])[H])C([H])([H])C([H])([H])[H]	8000
[H]N1C(=NC2=C(Br)C(Br)=C(Br)C(Br)=C12)N(C([H])([H])[H])C([H])([H])[H]	120
[H]N([H])C1=NON=C1C1=NC2=C([H])N=C([H])C(=C2N1C([H])([H])C([H])([H])[H])C([H])([H])N([H])C1([H])C([H])([H])C([H])([H])N([H])C([H])([H])C1([H])[H]	4900
[H]N([H])C1=NON=C1C1=NC2=C([H])N=C([H])C([H])=C2N1C([H])([H])C([H])([H])[H]	110
[H]N(C1=C(Cl)C([H])=C2N([H])C(=O)N([H])C3=NC(OC([H])([H])C([H])([H])C([H])([H])C([H])([H])OC2=C1[H])=C(N=C3[H])C#N)C([H])([H])C1=C([H])N=C([H])S1	3401
[H]N([H])C1=C2C(=O)C3=C(C([H])=C([H])C([H])=C3[H])C(=O)C2=C(N([H])[H])C([H])=C1[H]	3600
[H]N1N(C(=O)\C(=C(/[H])C2=C([H])C(F)=C(F)C([H])=C2[H])C1=O)C1=C([H])C([H])=C(Cl)C(Cl)=C1[H]	5000
OC1=C(C=C(\C=C2/C(=O)NN(C2=O)C2=CC=C(Cl)C(Cl)=C2)C=C1)N(O)=O	600
[H]OC1=C([H])C([H])=C(\C([H])=C2/C(=O)N([H])N(C2=O)C2=C([H])C([H])=C(C#N)C([H])=C2[H])C([H])=C1OC([H])([H])[H]	600
[H]OC1=C([H])C([H])=C(\C([H])=C2/C(=O)N([H])N(C2=O)C2=C([H])C([H])=C(OC([H])([H])[H])C([H])=C2[H])C([H])=C1OC([H])([H])[H]	1200
[H]OC1=C([H])C([H])=C(\C([H])=C2/C(=O)N([H])N(C2=O)C2=C([H])C([H])=C(F)C([H])=C2[H])C([H])=C1OC([H])([H])[H]	2500
[H]OC1=C([H])C([H])=C(\C([H])=C2/C(=O)N([H])N(C2=O)C2=C([H])C([H])=C(Cl)C(Cl)=C2[H])C([H])=C1OC([H])([H])[H]	2500
[H]OC1=C([H])C([H])=C(\C([H])=C2/C(=O)N([H])N(C2=O)C2=C([H])C([H])=C(Cl)C(Cl)=C2[H])C([H])=C1[H]	2500
[H]N(C1=C2C([H])=C(C([H])=C([H])C2=NC([H])=N1)C1=C([H])C2=C(OC([H])([H])O2)C([H])=C1[H])C([H])([H])C1=C([H])C([H])=C([H])S1	35.75
[H]\C(C(=O)C([H])([H])[H])=C1\SC2=C([H])C([H])=C(OC([H])([H])[H])C([H])=C2N1C([H])([H])C([H])([H])[H]	12
[H]N([H])C1=NC2=C(C([H])=N1)N(C([H])=C2C1=C([H])C(C2=C([H])C3=C([H])C([H])=C([H])C([H])=C3S2)=C2N([H])N=C([H])C2=C1[H])C([H])([H])C([H])([H])N([H])[H]	440
[H]N1C2=C(C([H])=C([H])C(OC([H])([H])[H])=C2[H])C2=C1C(=NC([H])=C2[H])C([H])([H])[H]	80
[H]N(C(=O)C([H])([H])C1=C([H])C([H])=C([H])C([H])=C1[H])C1=C([H])C(=C([H])C([H])=C1[H])C1=C(N2C([H])=C([H])SC2=N1)C1=C([H])C([H])=NC(=N1)N([H])C1=C([H])C([H])=C([H])C(=C1[H])N1C([H])([H])C([H])([H])OC([H])([H])C1([H])[H]	1000
[H]N([H])C1=NN([H])C2=C([H])C(N([H])[H])=C(C#N)C(=C12)C1=C([H])C([H])=C([H])C([H])=C1[H]	410
[H]N(C(=O)C1=C(N([H])C(\C([H])=C2/C(=O)N([H])C3=C([H])C([H])=C(F)C([H])=C23)=C1C([H])([H])[H])C([H])([H])[H])C([H])([H])C([H])([H])N(C([H])([H])C([H])([H])[H])C([H])([H])C([H])([H])[H]	200
[H][C@]12C[C@H]([C@@H](OC)[C@](C)(O1)N1C3=C(C=CC=C3)C3=C1C1=C(C4=C(C=CC=C4)N21)C1=C3[C@H](O)NC1=O)N(C)C(=O)C1=CC=CC=C1	6700
[H]C1=C(N=C(S1)C([H])([H])[H])C([H])([H])N(C1=NC([H])=NC2=C1C([H])=C(C([H])=C2[H])C1=C([H])C([H])=C2OC([H])([H])OC2=C1[H])C([H])([H])[H]	13.5
[H]N(C1=NC([H])=NC2=C1C([H])=C(C([H])=C2[H])C1=C([H])C([H])=C2OC([H])([H])OC2=C1[H])C([H])([H])C(C([H])([H])[H])(C([H])([H])[H])C([H])([H])[H]	17
[H]C1=C(N=C(S1)C([H])([H])N(C1=NC([H])=NC2=C1C([H])=C(C([H])=C2[H])C1=C([H])C([H])=C2OC([H])([H])OC2=C1[H])C([H])([H])[H])C([H])([H])[H]	26
[H]N(C1=NC([H])=NC2=C1C([H])=C(C([H])=C2[H])C1=C([H])C([H])=C2OC([H])([H])OC2=C1[H])C([H])([H])[C@@]1([H])C([H])([H])OC([H])([H])C1([H])[H]	60
[H]N(C1=NC([H])=NC2=C1C([H])=C(C([H])=C2[H])C1=C([H])C([H])=C2OC([H])([H])OC2=C1[H])C([H])([H])[C@@]1([H])OC([H])([H])C([H])([H])C1([H])[H]	30
[H]C1=C([H])C([H])=C(S1)C([H])([H])N(C1=NC([H])=NC2=C1C([H])=C(C([H])=C2[H])C1=C([H])C([H])=C2OC([H])([H])OC2=C1[H])C([H])([H])[H]	31
[H]N(C1=NC([H])=NC2=C1C([H])=C(C([H])=C2[H])C1=C([H])C([H])=C2OC([H])([H])OC2=C1[H])C([H])([H])C1=C(C([H])=C([H])S1)C([H])([H])[H]	35
[H]C1=C([H])C([H])=C(S1)C([H])([H])N(C1=NC([H])=NC2=C1C([H])=C(C([H])=C2[H])C1=C([H])C([H])=C2OC([H])([H])OC2=C1[H])C([H])([H])C([H])([H])[H]	38
[H]C1=C([H])N=C(S1)C([H])([H])N(C1=NC([H])=NC2=C1C([H])=C(C([H])=C2[H])C1=C([H])C([H])=C2OC([H])([H])OC2=C1[H])C([H])([H])[H]	51
[H]N(C1=NC([H])=NC2=C1C([H])=C(C([H])=C2[H])C1=C([H])C([H])=C2OC([H])([H])OC2=C1[H])C([H])([H])C1=C(OC([H])=C1[H])C([H])([H])[H]	57
[H]N(C1=NC([H])=NC2=C1C([H])=C(C([H])=C2[H])C1=C([H])C([H])=C2OC([H])([H])OC2=C1[H])C([H])([H])C1=NC([H])=C([H])S1	70
[H]N(C1=NC([H])=NC2=C1C([H])=C(C([H])=C2[H])C1=C([H])C([H])=C2OC([H])([H])OC2=C1[H])C([H])([H])C([H])([H])C1=C([H])C([H])=C([H])O1	74
[H]N(C1=NC([H])=NC2=C1C([H])=C(C([H])=C2[H])C1=C([H])C([H])=C2OC([H])([H])OC2=C1[H])C([H])([H])C1([H])C([H])([H])C([H])([H])C([H])([H])C1([H])[H]	76
[H]N(C1=NC([H])=NC2=C1C([H])=C(C([H])=C2[H])C1=C([H])C([H])=C2OC([H])([H])OC2=C1[H])C([H])([H])C1=C([H])SC(=N1)C([H])([H])[H]	144
[H]N(C1=NC([H])=NC2=C1C([H])=C(C([H])=C2[H])C1=C([H])C([H])=C2OC([H])([H])OC2=C1[H])C([H])([H])C1=C([H])C([H])=C([H])O1	84
[H]N(C1=NC([H])=NC2=C1C([H])=C(C([H])=C2[H])C1=C([H])C([H])=C2OC([H])([H])OC2=C1[H])C([H])([H])C1=C([H])C([H])=C(O1)C([H])([H])[H]	93
[H]C1=C([H])C([H])=C(O1)C([H])([H])N(C1=NC([H])=NC2=C([H])C([H])=C(C([H])=C12)C1=C([H])C2=C(OC([H])([H])O2)C([H])=C1[H])C([H])([H])[H]	98
[H]C1=NC2=C(C([H])=C(C([H])=C2[H])C2=C([H])C([H])=C3OC([H])([H])OC3=C2[H])C(=N1)N(C([H])([H])[H])C([H])([H])C1=NN=C(O1)C([H])([H])[H]	120
[H]N(C1=C2C([H])=C(C([H])=C([H])C2=NC([H])=N1)C1=C([H])C2=C(OC([H])([H])O2)C([H])=C1[H])C([H])([H])C1=C([H])OC([H])=C1[H]	126
[H]N(C1=NC([H])=NC2=C1C([H])=C(C([H])=C2[H])C1=C([H])C([H])=C2OC([H])([H])OC2=C1[H])C([H])([H])[C@]1([H])C([H])([H])OC([H])([H])C([H])([H])C1([H])[H]	135
[H]N(C1=NC([H])=NC2=C1C([H])=C(C([H])=C2[H])C1=C([H])C([H])=C2OC([H])([H])OC2=C1[H])C([H])([H])C1=NC([H])=C([H])N1[H]	155
[H]N(C1=NC([H])=NC2=C1C([H])=C(C([H])=C2[H])C1=C(F)C2=C(OC([H])([H])O2)C([H])=C1[H])C([H])([H])C1=C([H])C([H])=C([H])S1	164
[H]N(C1=C2C([H])=C(C([H])=C([H])C2=NC([H])=N1)C1=C([H])C2=C(OC([H])([H])C([H])([H])O2)C([H])=C1[H])C([H])([H])C1=C([H])C([H])=C([H])S1	180
[H]N(C(=O)C1=C([H])C([H])=C(C([H])=C1[H])N1C([H])([H])C([H])([H])C([H])([H])[C@@]1([H])C([H])([H])N1C([H])([H])C([H])([H])C([H])([H])C1([H])[H])C1=C([H])C(=C([H])N([H])C1=O)C1=NC(N([H])C([H])([H])[H])=C([H])N=C1[H]	1000
[H]N(C1=NC([H])=NC2=C1C([H])=C(C([H])=C2[H])C1=C([H])C([H])=C2OC([H])([H])OC2=C1[H])C([H])([H])C([H])([H])C1=C([H])N([H])C([H])=N1	541
[H]OC([H])([H])C1=C([H])C([H])=C(O1)C1=C([H])C2=C(N=C([H])N=C2N(C([H])([H])[H])C([H])([H])C2=C(C([H])=C([H])S2)C([H])([H])[H])C([H])=C1[H]	557
[H]N(C1=C2C([H])=C(C([H])=C([H])C2=NC([H])=N1)C1=C([H])C([H])=C(O1)C([H])([H])N([H])C([H])([H])C([H])([H])[H])C([H])([H])C(C([H])([H])[H])(C([H])([H])[H])C([H])([H])[H]	594
[H]N1C([H])=C([H])N=C1C([H])([H])N(C1=NC([H])=NC2=C1C([H])=C(C([H])=C2[H])C1=C([H])C([H])=C2OC([H])([H])OC2=C1[H])C([H])([H])[H]	922
[H]C1=C([H])C(=C([H])O1)C1=C([H])C2=C(N=C([H])N=C2N(C([H])([H])[H])C([H])([H])C2=C(C([H])=C([H])S2)C([H])([H])[H])C([H])=C1[H]	1136
[H]N(C1=NC([H])=NC2=C1C([H])=C(C([H])=C2[H])C1=C([H])C([H])=C2OC([H])([H])OC2=C1[H])C([H])([H])C1=C([H])C([H])=C(S1)C([H])([H])[H]	1158
[H]N(C1=C2C([H])=C(C([H])=C([H])C2=NC([H])=N1)C1=C([H])OC([H])=C1[H])C([H])([H])C1=C([H])C([H])=C([H])S1	1262
[H]N(C1=NC([H])=NC2=C1C([H])=C(C([H])=C2[H])C1=C([H])C([H])=C(O1)C(=O)OC([H])([H])C([H])([H])[H])C([H])([H])C1=C([H])C([H])=C([H])S1	1437
[H]N(C1=NC([H])=NC2=C1C([H])=C(C([H])=C2[H])C1=C([H])C([H])=C(OC([H])([H])[H])C([H])=C1[H])C([H])([H])C1=C([H])C([H])=C([H])S1	3152
