smile	binding.affinity
[H]N([H])C1=NON=C1C1=NC2=C([H])N=C([H])C(C(=O)N3C([H])([H])C([H])([H])N([H])C([H])([H])C3([H])[H])=C2N1C([H])([H])C([H])([H])[H]	20
[H]N([H])C1=NON=C1C1=NC2=C([H])N=C([H])C(C(=O)N([H])[C@]3([H])C([H])([H])N([H])C([H])([H])C([H])([H])C3([H])[H])=C2N1C([H])([H])C([H])([H])[H]	40
[H]N([H])C1=NON=C1C1=NC2=C([H])N=C([H])C(OC([H])([H])C3([H])C([H])([H])C([H])([H])N([H])C([H])([H])C3([H])[H])=C2N1C([H])([H])C([H])([H])[H]	3
[H]N([H])C1=NON=C1C1=NC2=C(N=C([H])C(OC([H])([H])C([H])([H])C([H])([H])N([H])[H])=C2N1C([H])([H])C([H])([H])[H])C1=C([H])OC([H])=C1[H]	562
[H]N([H])C1=NON=C1C1=NC2=C(N=C([H])C(OC([H])([H])C([H])([H])C([H])([H])N([H])[H])=C2N1C([H])([H])C([H])([H])[H])C1=C([H])N([H])C([H])=C1[H]	126
[H]N([H])C1=NON=C1C1=NC2=C(N=C([H])C(OC([H])([H])C([H])([H])C([H])([H])N([H])[H])=C2N1C([H])([H])C([H])([H])[H])C1=C([H])N([H])N=C1[H]	224
[H]N([H])C1=NON=C1C1=NC2=C(N=C([H])C(OC([H])([H])C([H])([H])C([H])([H])N([H])[H])=C2N1C([H])([H])C([H])([H])[H])C#CC1([H])C([H])([H])C1([H])[H]	1995
[H]OC(C#CC1=C2N=C(N(C2=C(OC([H])([H])C([H])([H])C([H])([H])N([H])[H])C([H])=N1)C([H])([H])C([H])([H])[H])C1=NON=C1N([H])[H])(C([H])([H])[H])C([H])([H])[H]	501
[H]OC([H])([H])C#CC1=C2N=C(N(C2=C(OC([H])([H])C([H])([H])C([H])([H])N([H])[H])C([H])=N1)C([H])([H])C([H])([H])[H])C1=NON=C1N([H])[H]	20
[H]OC([H])([H])C([H])([H])C#CC1=C2N=C(N(C2=C(OC([H])([H])C([H])([H])C([H])([H])N([H])[H])C([H])=N1)C([H])([H])C([H])([H])[H])C1=NON=C1N([H])[H]	126
[H]N([H])C1=NON=C1C1=NC2=C(N=C([H])C(OC([H])([H])C([H])([H])C([H])([H])N([H])[H])=C2N1C([H])([H])C([H])([H])[H])C#CC([H])([H])N([H])[H]	200
[H]N([H])C1=NON=C1C1=NC2=C([H])N=C([H])C(OC3([H])C([H])([H])C([H])([H])N([H])C([H])([H])C3([H])[H])=C2N1C([H])([H])C([H])([H])[H]	8
[H]N([H])C1=NON=C1C1=NC2=C([H])N=C([H])C(C(=O)N([H])C([H])([H])C([H])([H])N([H])C([H])([H])[H])=C2N1C([H])([H])C([H])([H])[H]	5
[H]N([H])C1=NON=C1C1=NC2=C([H])N=C([H])C(C(=O)N3C([H])([H])C([H])([H])[C@@]([H])(N([H])[H])C3([H])[H])=C2N1C([H])([H])C([H])([H])[H]	5.3
[H]N([H])C1=NON=C1C1=NC2=C(N=C([H])C(OC([H])([H])C([H])([H])C([H])([H])N([H])[H])=C2N1C([H])([H])C([H])([H])[H])C1=C([H])C([H])=C([H])N1[H]	158
[H]N([H])C1=NON=C1C1=NC2=C([H])N=C([H])C(=C2N1C([H])([H])C([H])([H])[H])C([H])([H])N([H])C1([H])C([H])([H])C([H])([H])N([H])C([H])([H])C1([H])[H]	100
[H]N([H])C1=NON=C1C1=NC2=C([H])N=C([H])C([H])=C2N1C([H])([H])C([H])([H])[H]	13
[H]N(C1=C2C([H])=C([H])N=C([H])C2=C([H])C([H])=C1[H])[C@]1([H])C([H])([H])N(C([H])([H])C2=C([H])C([H])=C([H])C(Cl)=C2[H])C([H])([H])C([H])([H])C1([H])[H]	265
[H]N(C1=C2C([H])=C([H])N=C([H])C2=C([H])C([H])=C1[H])[C@]1([H])C([H])([H])N(C([H])([H])C2=C([H])C([H])=C(Cl)C([H])=C2[H])C([H])([H])C([H])([H])C1([H])[H]	185
[H]N(C1=C([H])C([H])=C([H])C2=C([H])N=C([H])C([H])=C12)[C@]1([H])C([H])([H])N(C([H])([H])C2=C([H])C([H])=C(F)C([H])=C2[H])C([H])([H])C1([H])[H]	95
[H]N([H])C1=C(C([H])=C([H])C([H])=C1[H])C([H])([H])N1C([H])([H])C([H])([H])[C@]([H])(N([H])C2=C([H])C([H])=C([H])C3=C([H])N=C([H])C([H])=C23)C1([H])[H]	205
[H]N(C1=C2C([H])=C([H])N=C([H])C2=C([H])C([H])=C1[H])[C@]1([H])C([H])([H])N(C([H])([H])C([H])([H])C([H])(C([H])([H])[H])C([H])([H])[H])C([H])([H])C([H])([H])C1([H])[H]	270
[H]N(C1=C2C([H])=C([H])N=C([H])C2=C([H])C([H])=C1[H])[C@]1([H])C([H])([H])N(C([H])([H])C2=C([H])C([H])=C([H])C([H])=C2Cl)C([H])([H])C([H])([H])C1([H])[H]	210
[H]N(C1=C2C([H])=C([H])N=C([H])C2=C([H])C([H])=C1[H])C1([H])C([H])([H])C([H])([H])N(C([H])([H])C([H])(C([H])([H])[H])C([H])([H])[H])C([H])([H])C1([H])[H]	277.5
[H]N(C1=C([H])C([H])=C([H])C2=C([H])N=C([H])C([H])=C12)[C@]1([H])C([H])([H])N(C([H])([H])C2=C(F)C([H])=C([H])C([H])=C2F)C([H])([H])C1([H])[H]	75
