smile	binding.affinity
[H]OC(=O)C1([H])C([H])([H])N(C([H])([H])C2=C([H])C([H])=C(C([H])=C2[H])C2=NOC(=N2)C2=C([H])C([H])=C(C([H])=C2[H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])[H])C1([H])[H]	3.2
[H]OC(=O)C1([H])C([H])([H])N(C([H])([H])C2=C([H])C([H])=C(C([H])=C2[H])C2=NOC(=N2)C2=C([H])C([H])=C(C([H])=C2[H])C([H])([H])C([H])([H])C(F)(F)F)C1([H])[H]	0.3
[H]OC(=O)C1([H])C([H])([H])N(C([H])([H])C2=C([H])C([H])=C(C([H])=C2[H])C2=NOC(=N2)C2=C([H])C([H])=C(C([H])=C2[H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])[H])C1([H])[H]	3.6
[H]OC(=O)C1([H])C([H])([H])N(C([H])([H])C2=C([H])C([H])=C(C([H])=C2[H])C2=NOC(=N2)C2=C([H])C([H])=C(C([H])=C2[H])C([H])([H])C([H])(C([H])([H])[H])C([H])([H])[H])C1([H])[H]	1.6
[H]OC(=O)C1([H])C([H])([H])N(C([H])([H])C2=C([H])C([H])=C(C([H])=C2[H])C2=NOC(=N2)C2=C([H])C([H])=C(C([H])=C2[H])C([H])([H])C(C([H])([H])[H])(C([H])([H])[H])C([H])([H])[H])C1([H])[H]	6.6
[H]OC(=O)C1([H])C([H])([H])N(C([H])([H])C2=C([H])C([H])=C(C([H])=C2[H])C2=NOC(=N2)C2=C([H])C([H])=C(OC([H])([H])C([H])([H])[H])C([H])=C2[H])C1([H])[H]	30
[H]OC(=O)C([H])([H])C([H])([H])C1=C([H])C(=C(C([H])=C1[H])C1=NOC(=N1)C1=C([H])C(=C(OC([H])(C([H])([H])[H])C([H])([H])[H])C([H])=C1[H])C(F)(F)F)C([H])([H])[H]	40
[H]OC(=O)C([H])([H])C([H])([H])C1=C([H])C(=C(C([H])=C1[H])C1=NOC(=N1)C1=C([H])C(C#N)=C(OC([H])(C([H])([H])[H])C([H])([H])[H])C([H])=C1[H])C([H])([H])[H]	6.5
[H]OC(=O)[C@@]([H])(C([H])([H])[H])C([H])([H])C1=C([H])C(=C(C([H])=C1[H])C1=NOC(=N1)C1=C([H])C(=C(OC([H])(C([H])([H])[H])C([H])([H])[H])C([H])=C1[H])C(F)(F)F)C([H])([H])[H]	9.9
[H]OC(=O)C([H])([H])[C@]([H])(C1=C([H])C(=C(C([H])=C1[H])C1=NOC(=N1)C1=C([H])C(=C(OC([H])(C([H])([H])[H])C([H])([H])[H])C([H])=C1[H])C(F)(F)F)C([H])([H])[H])C([H])([H])[H]	3.9
[H]OC(=O)C([H])([H])C([H])([H])C1=NC(=C(C([H])=C1[H])C1=NOC(=N1)C1=C([H])C(C#N)=C(OC([H])(C([H])([H])[H])C([H])([H])[H])C([H])=C1[H])C([H])([H])[H]	28.6
[H]OC(=O)[C@@]1([H])C([H])([H])[C@]1([H])C1=C([H])C(=C(C([H])=C1[H])C1=NOC(=N1)C1=C([H])C(=C(OC([H])(C([H])([H])[H])C([H])([H])[H])C([H])=C1[H])C(F)(F)F)C([H])([H])[H]	5.1
[H]OC(=O)[C@@]1([H])C([H])([H])[C@]1([H])C1=C([H])C(=C(C([H])=C1[H])C1=NOC(=N1)C1=C([H])C(C#N)=C(OC([H])(C([H])([H])[H])C([H])([H])[H])C([H])=C1[H])C([H])([H])[H]	25.65
[H]OC(=O)C1([H])C([H])([H])N(C([H])([H])C2=C([H])C([H])=C(C([H])=C2[H])C2=NOC(=N2)C2=C([H])C([H])=C(C([H])=C2[H])[C@]2([H])C([H])([H])C([H])([H])C(F)(F)C2([H])[H])C1([H])[H]	0.45
[H]OC(=O)C1([H])C([H])([H])N(C([H])([H])C2=C([H])C([H])=C(C([H])=C2[H])C2=NOC(=N2)C2=C([H])C([H])=C(C([H])=C2[H])C2=C([H])C([H])=C([H])C([H])=C2[H])C1([H])[H]	11
[H]OC(=O)C1([H])C([H])([H])N(C([H])([H])C2=C([H])C([H])=C(C([H])=C2[H])C2=NN=C(O2)C2=C([H])C([H])=C(C([H])=C2[H])C(C([H])([H])[H])(C([H])([H])[H])C([H])([H])[H])C1([H])[H]	1000
[H]OC(=O)C1([H])C([H])([H])N(C([H])([H])C2=C([H])C([H])=C(C([H])=C2[H])C2=NC(=NO2)C2=C([H])C([H])=C(C([H])=C2[H])C(C([H])([H])[H])(C([H])([H])[H])C([H])([H])[H])C1([H])[H]	12.6
[H]OC(=O)C1([H])C([H])([H])N(C([H])([H])C2=C([H])C([H])=C(C([H])=C2[H])C2=NOC(=N2)C2=C([H])C([H])=C(C([H])=C2[H])C2([H])C([H])([H])C([H])([H])C([H])([H])C2([H])[H])C1([H])[H]	0.5
