smile	binding.affinity
[H]N([H])[C@]([H])(C([H])([H])OC1=C([H])C(\C([H])=C(/[H])C2=C([H])C([H])=NC([H])=C2[H])=C([H])N=C1[H])C([H])([H])C1=C([H])N([H])C2=C1C([H])=C([H])C([H])=C2[H]	354
[H]N([H])[C@]([H])(C([H])([H])OC1=C([H])N=C([H])C(=C1[H])C1=C([H])C2=C(C([H])=NC([H])=C2[H])C([H])=C1[H])C([H])([H])C1=C([H])N([H])C2=C([H])C([H])=C([H])C([H])=C12	35
[H]N([H])C1=C([H])C2=C(C([H])=N1)C([H])=C([H])C(=C2[H])C1=C([H])C(OC([H])([H])[C@@]([H])(N([H])[H])C([H])([H])C2=C([H])N([H])C3=C([H])C([H])=C([H])C([H])=C23)=C([H])N=C1[H]	76
[H]N([H])[C@]([H])(C([H])([H])OC1=C([H])N=C(Cl)C(=C1[H])C1=C([H])C([H])=C2C([H])=NC([H])=C([H])C2=C1[H])C([H])([H])C1=C([H])N([H])C2=C1C([H])=C([H])C([H])=C2[H]	73
[H]N(C([H])([H])[H])[C@]1([H])C([H])([H])[C@@]2([H])O[C@@](N3C4=C(C([H])=C([H])C([H])=C4[H])C4=C3C3=C(C5=C(C([H])=C([H])C([H])=C5[H])N23)C2=C4C([H])([H])N([H])C2=O)(C([H])([H])[H])[C@]1([H])OC([H])([H])[H]	87.5
[H]C#CC1=NC([H])=C(OC([H])([H])[C@@]([H])(N([H])[H])C([H])([H])C2=C([H])N([H])C3=C2C([H])=C([H])C([H])=C3[H])C([H])=C1C1=C([H])C([H])=C2C([H])=NC([H])=C([H])C2=C1[H]	39
[H]N1N=NC(=N1)C1=C([H])C([H])=C2N=C(C3=C([H])C([H])=C(C([H])=C3[H])C([H])([H])N3C([H])([H])C([H])([H])C([H])(N4C(=O)N([H])C5=C4C([H])=C([H])C([H])=C5[H])C([H])([H])C3([H])[H])C(=NC2=C1[H])C1=C([H])C([H])=C([H])C([H])=C1[H]	1420.5
[H]N1C([H])=NC2=C([H])C3=C(N=C(C4=C([H])C([H])=C([H])C([H])=C4[H])C(=N3)C3=C([H])C([H])=C(C([H])=C3[H])C([H])([H])N3C([H])([H])C([H])([H])C([H])(N4C(=O)N([H])C5=C4C([H])=C([H])C([H])=C5[H])C([H])([H])C3([H])[H])C([H])=C12	2119
[H]N1N=C([H])C2=C([H])C3=C(N=C(C4=C([H])C([H])=C([H])C([H])=C4[H])C(=N3)C3=C([H])C([H])=C(C([H])=C3[H])C([H])([H])N3C([H])([H])C([H])([H])C([H])(N4C(=O)N([H])C5=C4C([H])=C([H])C([H])=C5[H])C([H])([H])C3([H])[H])C([H])=C12	2400
[H]O[C@@]1([H])[C@@]([H])(O[C@]([H])(C(=O)N([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C(=O)N([H])[C@@]([H])(C(=O)N([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C(=O)N([H])[C@@]([H])(C(=O)N([H])[C@@]([H])(C(=O)N([H])[C@@]([H])(C(=O)N([H])[C@@]([H])(C(=O)N([H])[C@@]([H])(C(=O)N([H])[C@@]([H])(C(=O)N([H])[H])C([H])([H])C([H])([H])C([H])([H])N([H])C(=N[H])N([H])[H])C([H])([H])C([H])([H])C([H])([H])N([H])C(=N[H])N([H])[H])C([H])([H])C([H])([H])C([H])([H])N([H])C(=N[H])N([H])[H])C([H])([H])C([H])([H])C([H])([H])N([H])C(=N[H])N([H])[H])C([H])([H])C([H])([H])C([H])([H])N([H])C(=N[H])N([H])[H])C([H])([H])C([H])([H])C([H])([H])N([H])C(=N[H])N([H])[H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])N([H])[H])[C@@]1([H])O[H])N1C([H])=NC2=C1N=C([H])N=C2N([H])[H]	415.3
[H]O[C@]1([H])C([H])([H])[C@@]([H])(C(=O)N([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C(=O)N([H])[C@@]([H])(C(=O)N([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C(=O)N([H])[C@@]([H])(C(=O)N([H])[C@@]([H])(C(=O)N([H])[H])C([H])([H])C([H])([H])C([H])([H])N([H])C(=N[H])N([H])[H])C([H])([H])C([H])([H])C([H])([H])N([H])C(=N[H])N([H])[H])C([H])([H])[H])C([H])([H])[C@@]1([H])N1C([H])=NC2=C1N=C([H])N=C2N([H])[H]	1040.55
[H]N(C([H])([H])C(\[H])=C(/[H])C1=C([H])C([H])=C(Br)C([H])=C1[H])C([H])([H])C([H])([H])N([H])S(=O)(=O)C1=C([H])C([H])=C([H])C2=C([H])N=C([H])C([H])=C12	431
