smile	binding.affinity
[H]N(C(=O)[C@]12C([H])([H])[C@@]3([H])C([H])([H])[C@]([H])(C([H])([H])[C@]([H])(C3([H])[H])C1([H])[H])C2([H])[H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])N1C([H])([H])C([H])([H])N(C2=C(OC([H])([H])[H])C([H])=C([H])C([H])=C2[H])C([H])([H])C1([H])[H]	1000
[H]N(C([H])([H])[H])S(=O)(=O)C([H])([H])C1=C([H])C([H])=C2N([H])C([H])=C(C2=C1[H])C([H])([H])C([H])([H])N(C([H])([H])[H])C([H])([H])[H]	5004.65
[H]N(C([H])([H])[C@@]1([H])OC2=C(OC1([H])[H])C([H])=C([H])C(Cl)=C2[H])C([H])([H])C1([H])C([H])([H])C([H])([H])N(C2=C(OC([H])([H])[H])C([H])=C([H])C([H])=C2[H])C([H])([H])C1([H])[H]	1000
[H]OC1=C([H])C([H])=C2N([H])C(=C(C2=C1[H])C([H])([H])C([H])([H])N([H])[H])C([H])([H])[H]	1200
[H]N(C1=C([H])C(=C([H])C([H])=C1[H])N1C([H])([H])C([H])([H])N(C([H])([H])C([H])([H])C([H])([H])C([H])([H])N2C(=O)N3C([H])([H])C([H])([H])C([H])([H])[C@@]3([H])C2=O)C([H])([H])C1([H])[H])S(=O)(=O)C([H])([H])C([H])([H])[H]	1000
[H]N1C([H])([H])C([H])([H])N(C2=NC3=C([H])C([H])=C([H])C([H])=C3N2C([H])([H])C2=C([H])C([H])=C(C([H])=C2[H])C([H])([H])[H])C([H])([H])C1([H])[H]	1.69
[H]N1C(=NC2=C([H])C([H])=C([H])C([H])=C12)N1C([H])([H])C([H])([H])N([H])C([H])([H])C1([H])[H]	19.21
[H]C([H])=C([H])C([H])([H])N1C(=NC2=C([H])C([H])=C([H])C([H])=C12)N1C([H])([H])C([H])([H])N([H])C([H])([H])C1([H])[H]	240
[H]N1C([H])([H])C([H])([H])N(C2=NC3=C([H])C([H])=C([H])C([H])=C3N2C([H])([H])C2=C([H])C([H])=C(F)C([H])=C2[H])C([H])([H])C1([H])[H]	5.21
[H]N1C([H])([H])C([H])([H])N(C2=NC3=C([H])C([H])=C([H])C([H])=C3N2C([H])([H])C2=C([H])C([H])=C(OC([H])([H])[H])C([H])=C2[H])C([H])([H])C1([H])[H]	0.42
[H]N1C([H])([H])C([H])([H])N(C2=NC3=C([H])C([H])=C([H])C([H])=C3N2C([H])([H])C([H])([H])C([H])([H])C2=C([H])C([H])=C([H])C([H])=C2[H])C([H])([H])C1([H])[H]	7.96
[H]N1C([H])([H])C([H])([H])N(C2=NC3=C([H])C([H])=C([H])C([H])=C3N2C([H])([H])C2=C([H])C([H])=C([H])C([H])=C2[H])C([H])([H])C1([H])[H]	0.36
[H]N1C([H])([H])C([H])([H])N(C2=NC3=C([H])C([H])=C([H])C([H])=C3N2C([H])([H])C([H])([H])C2=C([H])C([H])=C([H])C([H])=C2[H])C([H])([H])C1([H])[H]	7.43
[H]N1C([H])([H])C([H])([H])N(C2=NC3=C([H])C([H])=C([H])C([H])=C3N2C([H])([H])C2=C([H])C3=C([H])C([H])=C([H])C([H])=C3C([H])=C2[H])C([H])([H])C1([H])[H]	1.43
[H]N([H])C1=NC2=C([H])C([H])=C([H])C(Cl)=C2[C@@]([H])(N1[H])C([H])([H])[H]	1062.3
[H]N1C([H])=C(C(=O)O[C@]2([H])C([H])([H])[C@@]3([H])N(C([H])([H])[H])[C@]([H])(C([H])([H])C3([H])[H])C2([H])[H])C2=C([H])C([H])=C([H])C([H])=C12	2.75
[H]N1C2=C([H])C([H])=C(Cl)C([H])=C2C(=C1C([H])([H])[H])C1=C([H])C([H])([H])N([H])C([H])([H])C1([H])[H]	34
[H]N1C2=C([H])C([H])=C(OC([H])([H])[H])C([H])=C2C(=C1C([H])([H])[H])C1=C([H])C([H])([H])N([H])C([H])([H])C1([H])[H]	1000
[H]N1C2=C(C([H])=C(OC([H])([H])[H])C([H])=C2[H])C(=C1C([H])([H])C([H])([H])[H])C([H])([H])C([H])([H])N(C([H])([H])[H])C([H])([H])[H]	1000
[H]N1C([H])([H])C([H])([H])N(C2=C(C(=C(N2C([H])([H])[H])C(=O)OC([H])([H])[H])C2=C([H])C([H])=C(F)C([H])=C2[H])C2=C([H])C([H])=NC([H])=C2[H])C([H])([H])C1([H])[H]	275
[H]OC1=C([H])C2=C(N([H])C([H])=C2C([H])([H])C([H])([H])N([H])[H])C([H])=C1[H]	178
[H]C1=C([H])C([H])=C(C([H])=C1[H])N1[C@]2([H])[C@@]3([H])C([H])([H])C([H])([H])[N@+]4(C([H])([H])C5=C([H])C([H])([H])O[C@@]([H])(N6C7=C([H])C([H])=C([H])C([H])=C7[C@@]78C([H])([H])C([H])([H])[N@+]9(C([H])([H])C%10=C([H])C([H])([H])O[C@]1([H])[C@@]([H])([C@]67[H])[C@@]%10([H])C([H])([H])[C@@]89[H])[C@]1([H])C([H])=C([H])C([H])([H])C([H])([H])C1([H])[H])[C@]2([H])[C@@]5([H])C([H])([H])[C@@]34[H])[C@]1([H])C([H])=C([H])C([H])([H])C([H])([H])C1([H])[H]	3246.5
[H]N1C([H])([H])C([H])([H])N(C2=NC3=C(C([H])=C([H])C([H])=C3[H])C([H])=C2[H])C([H])([H])C1([H])[H]	4
[H]OC([H])([H])C(\[H])=C1\C([H])([H])N2C([H])([H])C([H])([H])[C@@]3([H])[C@]2([H])C([H])([H])[C@]1([H])C1=C([H])/N2C4=C([H])C([H])=C([H])C([H])=C4[C@@]45C([H])([H])C([H])([H])N6C([H])([H])C7=C([H])C([H])([H])O[C@@]([H])(N(C8=C([H])C([H])=C([H])C([H])=C8[H])[C@]3\1[H])[C@@]([H])([C@]24[H])[C@@]7([H])C([H])([H])[C@@]56[H]	3648.75
[H]N(C(=O)C1=C2C([H])=C([H])C([H])=C([H])C2=NC(N2C([H])([H])C([H])([H])N(C([H])([H])[H])C([H])([H])C2([H])[H])=C1C([H])([H])[H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])N([H])C1=C2C([H])=C([H])C([H])=C([H])C2=NC2=C1C([H])([H])C([H])([H])C([H])([H])C2([H])[H]	5.6
[H]N(C1=C2C(=NC3=C([H])C([H])=C([H])C([H])=C13)C([H])([H])C([H])([H])C([H])([H])C2([H])[H])C([H])([H])C([H])([H])C1=C([H])C([H])=C(OC([H])([H])C([H])([H])C([H])([H])N2C([H])([H])C([H])([H])C([H])([H])C([H])([H])C2([H])[H])C([H])=C1[H]	0.33
[H]N(C([H])([H])C1=C([H])C([H])=C([H])C([H])=C1OC([3H])([3H])[3H])C([H])([H])C([H])([H])C1=C(OC([3H])([3H])[3H])C([H])=C(I)C(OC([H])([H])[H])=C1[H]	500
[H]N([H])C1=NC2=C([H])C([H])=C([H])C(Cl)=C2C([H])([H])N1[H]	1051
[H]N([H])C1=NC2=C([H])C([H])=C(Cl)C(Cl)=C2C([H])([H])N1[H]	172
[H]N1C([H])([H])C([H])([H])C([H])(C([H])([H])OC2=C([H])C3=C([H])C([H])=C([H])C([H])=C3C([H])=C2[H])C([H])([H])C1([H])[H]	311
[H]N1C([H])([H])C([H])([H])C([H])(C([H])([H])OC2=C([H])C3=C([H])C(C#N)=C([H])C([H])=C3C([H])=C2[H])C([H])([H])C1([H])[H]	404
[H]N(C(=O)O[C@@]1([H])C([H])([H])[C@@]2([H])N(C([H])([H])C3=C([H])C([H])=C([H])C([H])=C3[H])[C@]([H])(C([H])([H])C([H])([H])C2([H])[H])C1([H])[H])C1=C(OC([H])([H])[H])C([H])=C([H])C(=C1[H])C([H])([H])[H]	1000
