smile	binding.affinity
[H]N(C(=O)C1([H])C([H])([H])C([H])([H])C1([H])[H])C([H])([H])C(\[H])=C(/C1=C([H])C([H])=C([H])C([H])=C1[H])C1=C([H])C([H])=C([H])C(OC([H])([H])[H])=C1[H]	0.389
[H]N(C(=O)C([H])([H])[H])C([H])([H])C(\[H])=C1\C2=C3OC(=NC3=C([H])C([H])=C2C([H])([H])C1([H])[H])C([H])([H])[H]	0.37
[H]N(C(=O)C([H])([H])[H])C([H])([H])C([H])([H])C1=C([H])C([H])([H])C2=C([H])C([H])=C3N=C(OC3=C12)C([H])([H])[H]	0.24
[H]N(C(=O)C([H])([H])C([H])([H])[H])C([H])([H])C(\[H])=C1\C2=C3OC(=NC3=C([H])C([H])=C2C([H])([H])C1([H])[H])C([H])([H])[H]	0.22
[H]N(C(=O)C([H])([H])[H])C([H])([H])C(\[H])=C1\C2=C3OC(=NC3=C([H])C([H])=C2C([H])([H])C1([H])[H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C1=C([H])C([H])=C([H])C([H])=C1[H]	0.43
[H]N(C(=O)C([H])([H])[H])C([H])([H])C(\[H])=C1\C2=C3SC(=NC3=C([H])C([H])=C2C([H])([H])C1([H])[H])C([H])([H])[H]	0.22
[H]N(C(=O)C([H])([H])[H])C([H])([H])C([H])([H])[C@]1([H])C2=C3OC([H])=NC3=C([H])C([H])=C2C([H])([H])C1([H])[H]	0.31
[H]N(C(=O)C([H])([H])[H])C([H])([H])C([H])([H])[C@@]1([H])C2=C3OC(=NC3=C([H])C([H])=C2C([H])([H])C1([H])[H])C([H])([H])[H]	0.31
[H]N(C(=O)C([H])([H])C([H])([H])[H])C([H])([H])C([H])([H])[C@@]1([H])C2=C3OC(=NC3=C([H])C([H])=C2C([H])([H])C1([H])[H])C([H])([H])[H]	0.28
[H]N(C(=O)C([H])([H])[H])C([H])([H])C([H])([H])[C@@]1([H])C2=C3OC(=NC3=C([H])C([H])=C2C([H])([H])C1([H])[H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C1=C([H])C([H])=C([H])C([H])=C1[H]	0.091
