smile	binding.affinity
[H]N(C1=C([H])C([H])=C(OC([H])([H])C([H])([H])[H])C([H])=C1[H])C1=C([H])C([H])=C(C([H])=C1[H])C(\C1=C([H])C([H])=C(C([H])=C1C([H])([H])[H])N(C([H])([H])C1=C([H])C(=C([H])C([H])=C1[H])S([O-])(=O)=O)C([H])([H])C([H])([H])[H])=C1\C([H])=C([H])/C(/C([H])=C1C([H])([H])[H])=[N+](\C([H])([H])C1=C([H])C(=C([H])C([H])=C1[H])S([O-])(=O)=O)C([H])([H])C([H])([H])[H]	400
[H]N(C(=O)C1=C(Cl)C([H])=C([H])C(=C1[H])C([H])([H])[C@@]1([H])C([H])([H])N([H])C([H])([H])C([H])([H])C1([H])[H])C([H])([H])[C@]12C([H])([H])[C@@]3([H])C([H])([H])[C@]([H])(C([H])([H])[C@]([H])(C3([H])[H])C1([H])[H])C2([H])[H]	32
[H]N(C(=O)C1=C(Cl)C([H])=C([H])C(N([H])[C@@]2([H])C([H])([H])N([H])C([H])([H])C([H])([H])C2([H])[H])=C1[H])C([H])([H])[C@]12C([H])([H])[C@@]3([H])C([H])([H])[C@]([H])(C([H])([H])[C@]([H])(C3([H])[H])C1([H])[H])C2([H])[H]	32
[H]N(\C(=N/C#N)N1C([H])([H])C([H])([H])N(C(=O)C([H])([H])C2=C([H])C(OC([H])([H])[H])=C(OC([H])([H])[H])C([H])=C2[H])[C@@]([H])(C2=C([H])C([H])=C([H])C([H])=C2[H])C1([H])[H])C1=C(C([H])=C([H])C([H])=C1[H])C([H])([H])[H]	140
[H]N(C(=O)N1C([H])([H])C([H])([H])N(\C(=N\C#N)N([H])C2=C3C([H])=C([H])C(=NC3=C([H])C([H])=C2[H])C([H])([H])[H])[C@@]([H])(C1([H])[H])C([H])(C([H])([H])[H])C([H])([H])[H])C1=C([H])C([H])=C(Cl)C([H])=C1[H]	151
[H]N(C(=O)N1C([H])([H])C([H])([H])N(\C(=N\C#N)N([H])C2=C3C(=C([H])C([H])=C2[H])C([H])([H])N([H])C([H])([H])C3([H])[H])[C@@]([H])(C1([H])[H])C([H])(C([H])([H])[H])C([H])([H])[H])C1=C([H])C([H])=C(Cl)C([H])=C1[H]	180
[H]N(C(=O)N1C([H])([H])C([H])([H])N(\C(=N\C#N)N([H])C2=C([H])N=C([H])C([H])=C2[H])C([H])([H])[C@@]1([H])C1=C([H])C([H])=C([H])C([H])=C1[H])C1=C([H])C([H])=C(Cl)C([H])=C1[H]	2040
[H]N(C(=O)N1C([H])([H])C([H])([H])N(\C(=N\C#N)N([H])C2=C3N=C([H])N(C3=C([H])C([H])=C2[H])C([H])([H])[H])C([H])([H])[C@]1([H])C1=C([H])C([H])=C([H])C([H])=C1[H])C1=C([H])C([H])=C(Cl)C([H])=C1[H]	5190
[H]N(C(=O)N1C([H])([H])C([H])([H])N(\C(=N\C#N)N([H])C2=C(C([H])=C([H])C([H])=C2[H])C([H])([H])N(C([H])([H])[H])C([H])([H])[H])C([H])([H])[C@@]1([H])C1=C([H])C([H])=C([H])C([H])=C1[H])C1=C([H])C([H])=C(Cl)C([H])=C1[H]	1070
[H]N(C(=O)N1C([H])([H])C([H])([H])N(\C(=N\C#N)N([H])C2=C3C([H])=C([H])N([H])C3=C([H])C([H])=C2[H])C([H])([H])[C@]1([H])C1=C([H])C([H])=C([H])C([H])=C1[H])C1=C([H])C([H])=C(Cl)C([H])=C1[H]	56
[H]N(C(=O)N1C([H])([H])C([H])([H])N(\C(=N\C#N)N([H])C2=C3C([H])=C([H])N([H])C3=C([H])C([H])=C2[H])[C@@]([H])(C1([H])[H])C([H])(C([H])([H])[H])C([H])([H])[H])C1=C([H])C([H])=C(Cl)C([H])=C1[H]	110
