smile	binding.affinity
[H]N([H])S(=O)(=O)C1=NC2=C(S1)C([H])=C(OC([H])([H])C([H])([H])[H])C([H])=C2[H]	29
[H]N([H])S(=O)(=O)C1=C([H])C(=C(Cl)C(Cl)=C1[H])S(=O)(=O)N([H])[H]	50
[H]N([H])S(=O)(=O)C1=C([H])C2=C(S1)S(=O)(=O)[C@]([H])(C([H])([H])[H])C([H])([H])[C@@]2([H])N([H])C([H])([H])C([H])([H])[H]	3.5
[H]N([H])S(=O)(=O)C1=C([H])C2=C(S1)S(=O)(=O)N(C([H])([H])C([H])([H])C([H])([H])OC([H])([H])[H])C([H])([H])[C@@]2([H])N([H])C([H])([H])C([H])([H])[H]	3
[H]N([H])S(=O)(=O)OC([H])([H])[C@]12OC(O[C@@]1([H])[C@]1([H])OC(O[C@]1([H])C([H])([H])O2)(C([H])([H])[H])C([H])([H])[H])(C([H])([H])[H])C([H])([H])[H]	3.8
[H]N([H])S(=O)(=O)N([H])C([H])([H])[C@]12OC(O[C@@]1([H])[C@]1([H])OC(O[C@]1([H])C([H])([H])O2)(C([H])([H])[H])C([H])([H])[H])(C([H])([H])[H])C([H])([H])[H]	1875
[H]N([H])S(=O)(=O)C1=NN=C(S1)N([H])C(=O)C([H])([H])[H]	69.35
[H]N([H])S(=O)(=O)C1=NN(\C(S1)=N\C(=O)C([H])([H])[H])C([H])([H])[H]	3.4
[H]O[C@@]1(N([H])C(=O)C2=C([H])C([H])=C([H])C([H])=C12)C1=C([H])C(=C(Cl)C([H])=C1[H])S(=O)(=O)N([H])[H]	4.5
[H]N([H])S(=O)(=O)C1=C(Cl)C([H])=C([H])C(=C1[H])C(=O)N([H])N1C2=C([H])C([H])=C([H])C([H])=C2C([H])([H])[C@@]1([H])C([H])([H])[H]	10
[H]OC(=O)C1=C([H])C(=C(Cl)C([H])=C1N([H])C([H])([H])C1=C([H])C([H])=C([H])O1)S(=O)(=O)N([H])[H]	261
[H]N([H])N([H])C(=O)C1=C(C2=C(N1[H])C([H])=C([H])C(=C2[H])S(=O)(=O)N([H])[H])C1=C([H])C([H])=C([H])C([H])=C1[H]	110
[H]N([H])N([H])C(=O)C1=C(C2=C(N1[H])C([H])=C([H])C(=C2[H])S(=O)(=O)N([H])[H])C1=C([H])C([H])=C(F)C([H])=C1[H]	58
[H]N([H])N([H])C(=O)C1=C(C2=C(N1[H])C([H])=C([H])C(=C2[H])S(=O)(=O)N([H])[H])C1=C(Cl)C([H])=C([H])C([H])=C1[H]	76
[H]N([H])N([H])C(=O)C1=C(C2=C(N1[H])C([H])=C([H])C(=C2[H])S(=O)(=O)N([H])[H])C1=C([H])C(Cl)=C([H])C([H])=C1[H]	70
[H]N([H])N([H])C(=O)C1=C(C2=C(N1[H])C([H])=C([H])C(=C2[H])S(=O)(=O)N([H])[H])C1=C([H])C([H])=C(Cl)C([H])=C1[H]	56
[H]N([H])S(=O)(=O)C1=C(C([H])=C2N([H])C([H])([H])N([H])S(=O)(=O)C2=C1[H])C(F)(F)F	305
[H]N([H])S(=O)(=O)C1=C(Cl)C([H])=C2N([H])[C@]([H])(N(C(=O)C2=C1[H])C1=C([H])C([H])=C([H])C([H])=C1C([H])([H])[H])C([H])([H])[H]	5.4
[H]OC(=O)C1=C([H])C([H])=C(O[H])C([H])=C1[H]	5535
[H]N([H])S(=O)(=O)C1=NN=C(S1)N([H])S(=O)(=O)C1=C([H])C([H])=C([H])C([H])=C1[H]	3.5
[H]N([H])N([H])C(=O)C1=C(C2=C(N1[H])C([H])=C([H])C(=C2[H])S(=O)(=O)N([H])[H])C1=C(C([H])=C([H])C([H])=C1[H])C([H])([H])[H]	76
[H]N([H])S(=O)(=O)C1=C([H])C2=C(N([H])C([H])([H])N([H])S2(=O)=O)C([H])=C1Cl	355
[H]OC(=O)C1=C([H])C(=C(OC2=C([H])C([H])=C([H])C([H])=C2[H])C(N([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])[H])=C1[H])S(=O)(=O)N([H])[H]	21.1
[H]OC1=C([H])C([H])=C(C#N)C([H])=C1[H]	9200
[H]OC1=C([H])C([H])=C(N([H])C(=O)C([H])([H])[H])C([H])=C1[H]	4100
[H]N([H])S(=O)(=O)OC1=C([H])C2=C(C([H])=C1[H])C1=C(C(=O)O2)C([H])([H])C([H])([H])C([H])([H])C([H])([H])C1([H])[H]	12
[H]N([H])S(=O)(=O)OC1=C([H])C([H])=C2C([H])=C(C([H])([H])C3([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C3([H])[H])S(=O)(=O)C2=C1[H]	13
[H]N([H])N([H])C(=O)C1=C(C2=C(N1[H])C([H])=C([H])C(=C2[H])S(=O)(=O)N([H])[H])C1=C(F)C(F)=C(F)C(F)=C1F	79
[H]OC1=C([H])C([H])=C([H])C([H])=C1[H]	9200
[H]OC1=C(O[H])C([H])=C([H])C([H])=C1[H]	8900
[H]OC1=C([H])C(O[H])=C([H])C([H])=C1[H]	7500
[H]OC1=C([H])C([H])=C(O[H])C([H])=C1[H]	7800
[H]OC(=O)C1=C(O[H])C([H])=C([H])C([H])=C1[H]	8800
[H]N([H])N([H])C(=O)C1=C(C2=C(N1[H])C([H])=C([H])C(=C2[H])S(=O)(=O)N([H])[H])C1=C(Br)C([H])=C([H])C([H])=C1[H]	77
[H]N([H])N([H])C(=O)C1=C(C2=C(N1[H])C([H])=C([H])C(=C2[H])S(=O)(=O)N([H])[H])C1=C([H])C(Br)=C([H])C([H])=C1[H]	682
[H]N([H])N([H])C(=O)C1=C(C2=C(N1[H])C([H])=C([H])C(=C2[H])S(=O)(=O)N([H])[H])C1=C([H])C([H])=C(Br)C([H])=C1[H]	60
[H]N([H])S(=O)(=O)C1=C([H])C2=C(N([H])[C@]([H])(N([H])S2(=O)=O)C([H])(Cl)Cl)C([H])=C1Cl	312
