smile	binding.affinity
[H]OC1=C([H])C([H])=C(OC2=C(I)C([H])=C(C([H])=C2I)C([H])([H])C([H])([H])N([H])[H])C([H])=C1[H]	371
[H]OC1=C([H])C([H])=C(OC2=C([H])C([H])=C(C([H])=C2[H])C([H])([H])C([H])([H])N([H])[H])C([H])=C1I	1000
[H]C1=C([H])C([H])=C(C([H])=C1[H])C([H])([H])OC1=C([H])C([H])=C(C([H])=C1[H])C([H])([H])C([H])([H])N(C([H])([H])[H])C([H])([H])[H]	192
[H]N(C([H])([H])C([H])([H])C1=C([H])C([H])=C(OC([H])([H])C2=C([H])C([H])=C([H])C([H])=C2[H])C([H])=C1[H])C([H])([H])C([H])([H])C([H])([H])[H]	1000
[H]N([H])C([H])([H])C([H])([H])C1=C([H])C([H])=C(OC2=C([H])C([H])=C([H])C([H])=C2[H])C([H])=C1[H]	358
[H]N([H])C([H])([H])C([H])([H])C1=C([H])C([H])=C(OC([H])([H])C2=C([H])C(OC([H])([H])[H])=C([H])C(OC([H])([H])[H])=C2[H])C([H])=C1[H]	123
[H]OC1=C([H])C([H])=C(OC2=C([H])C([H])=C(C([H])=C2I)C([H])([H])C([H])([H])N([H])[H])C([H])=C1I	1000
[H]N(C([H])([H])[H])C([H])([H])C([H])([H])C1=C([H])C(I)=C(OC([H])([H])C2=C([H])C([H])=C([H])C([H])=C2[H])C([H])=C1[H]	106
[H]N([H])C([H])([H])C([H])([H])C1=C([H])C([H])=C(OC([H])([H])C2=C([H])C([H])=C([H])C(OC([H])([H])[H])=C2[H])C([H])=C1[H]	194
[H]N(C([H])([H])[H])C([H])([H])C([H])([H])C1=C([H])C(I)=C(OC2=C([H])C([H])=C(OC([H])([H])[H])C([H])=C2[H])C([H])=C1[H]	1000
[H]N(C([H])([H])[H])C([H])([H])C([H])([H])C1=C([H])C(I)=C(OC2=C([H])C([H])=C(F)C([H])=C2[H])C([H])=C1[H]	32.5
[H]N(C([H])([H])[H])C([H])([H])C([H])([H])C1=C([H])C([H])=C(OC([H])([H])C2=C([H])C([H])=C(C([H])=C2[H])C(F)(F)F)C([H])=C1[H]	12
[H]OC1=C(I)C([H])=C(OC2=C(I)C([H])=C(C([H])=C2I)C([H])([H])C([H])([H])N([H])[H])C([H])=C1I	1000
[H]N(C([H])([H])C1=C([H])C([H])=C([H])C([H])=C1[H])C([H])([H])C([H])([H])C1=C([H])C([H])=C(OC([H])([H])C2=C([H])C([H])=C([H])C([H])=C2[H])C([H])=C1[H]	1000
[H]OC1=C([H])C([H])=C(OC2=C(I)C([H])=C(C([H])=C2[H])C([H])([H])C([H])([H])O[H])C([H])=C1[H]	1000
[H]N(C([H])([H])[H])C([H])([H])C([H])([H])C1=C([H])C(I)=C(OC2=C([H])C([H])=C(C([H])=C2[H])C(F)(F)F)C([H])=C1[H]	1000
[H]N(C([H])([H])C([H])([H])C1=C([H])C([H])=C(OC([H])([H])C2=C([H])C([H])=C([H])C([H])=C2[H])C([H])=C1[H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])[H]	1000
[H]N([H])C([H])([H])C([H])([H])C1=C([H])C([H])=C(OC([H])([H])C([H])([H])C2=C([H])C([H])=C([H])C([H])=C2[H])C([H])=C1[H]	207
[H]N(C([H])([H])C([H])([H])[H])C([H])([H])C([H])([H])C1=C([H])C([H])=C(OC([H])([H])C2=C([H])C([H])=C([H])C([H])=C2[H])C([H])=C1[H]	71
[H]N([H])C([H])([H])C([H])([H])C1=C([H])C([H])=C(OC([H])([H])C2=C([H])C([H])=C([H])C([H])=C2[H])C([H])=C1[H]	168
[H]N([H])C([H])([H])C([H])([H])C1=C([H])C([H])=C(OC([H])([H])C2=C([H])C(=C([H])C(=C2[H])C([H])([H])[H])C([H])([H])[H])C([H])=C1[H]	98
[H]N([H])C([H])([H])C([H])([H])C1=C([H])C([H])=C(OC([H])([H])C2=C(F)C(F)=C(F)C(F)=C2F)C([H])=C1[H]	1000
[H]N([H])C([H])([H])C([H])([H])C1=C([H])C([H])=C(OC([H])([H])C([H])([H])C([H])([H])C([H])([H])C2=C([H])C([H])=C([H])C([H])=C2[H])C([H])=C1[H]	80
[H]N(C([H])([H])[H])C([H])([H])C([H])([H])C1=C([H])C([H])=C(OC([H])([H])C2=C([H])C([H])=C([H])C([H])=C2[H])C([H])=C1[H]	54
[H]OC1=C([H])C([H])=C(OC2=C(C([H])=C(C([H])=C2[H])C([H])([H])C([H])([H])N([H])[H])C([H])([H])[H])C([H])=C1[H]	116
[H]N([H])C([H])([H])C([H])([H])C1=C([H])C([H])=C(OC([H])([H])C2=C([H])C([H])=C(C([H])=C2[H])[N+]([O-])=O)C([H])=C1[H]	21.5
[H]N([H])C([H])([H])C([H])([H])C1=C([H])C([H])=C(OC([H])([H])C([H])([H])C([H])([H])C2=C([H])C([H])=C([H])C([H])=C2[H])C([H])=C1[H]	102
[H]OC1=C([H])C([H])=C(OC2=C(I)C([H])=C(C([H])=C2[H])C([H])([H])C([H])([H])N([H])C([H])([H])[H])C([H])=C1[H]	221
[H]N([H])C([H])([H])C([H])([H])C1=C([H])C([H])=C(OC([H])([H])C(=O)C2=C([H])C([H])=C([H])C([H])=C2[H])C([H])=C1[H]	83
[H]N([H])C([H])([H])C([H])([H])C1=C([H])C(I)=C(OC2=C([H])C([H])=C([H])C([H])=C2[H])C([H])=C1[H]	35
[H]N([H])C([H])([H])C([H])([H])C1=C([H])C([H])=C(OC([H])([H])C2=C([H])C([H])=C(C([H])=C2[H])C(F)(F)F)C([H])=C1[H]	20.2
[H]N([H])C([H])([H])C([H])([H])C1=C([H])C([H])=C(OC([H])([H])C2=C([H])C([H])=C(F)C([H])=C2[H])C([H])=C1[H]	38.5
