smile	binding.affinity
[H]OC(=O)[C@]1([H])C([H])([H])C([H])([H])C([H])([H])[C@@]1([H])C(=O)C1=C([H])C([H])=C(C([H])=C1[H])C1=C([H])C(F)=C(N([H])C2=NC3=C([H])C([H])=C(OC(F)(F)F)C([H])=C3S2)C([H])=C1[H]	73
[H]OC(=O)[C@]1([H])C([H])([H])C([H])([H])C([H])([H])[C@@]1([H])C(=O)C1=C([H])C([H])=C(C([H])=C1[H])C1=C([H])C([H])=C(N([H])C(=O)N([H])C2=C([H])C([H])=C([H])C([H])=C2[H])C([H])=C1[H]	20
[H]OC(=O)[C@]1([H])C([H])([H])C([H])([H])C([H])([H])[C@@]1([H])C(=O)C1=C([H])C([H])=C(C([H])=C1[H])C1=C([H])C([H])=C(N([H])C(=O)N([H])C2=C([H])C([H])=C([H])C([H])=C2C(F)(F)F)C([H])=C1[H]	9
[H]OC(=O)[C@]1([H])C([H])([H])C([H])([H])C([H])([H])[C@@]1([H])C(=O)C1=C([H])C([H])=C(C([H])=C1[H])C1=C([H])C([H])=C(N([H])C(=O)N([H])C2=C([H])C([H])=C([H])C(=C2[H])C(F)(F)F)C([H])=C1[H]	10
[H]OC(=O)[C@]1([H])C([H])([H])C([H])([H])C([H])([H])[C@@]1([H])C(=O)C1=C([H])C([H])=C(C([H])=C1[H])C1=C([H])C([H])=C(N([H])C(=O)N([H])C2=C([H])C([H])=C3OC([H])([H])OC3=C2[H])C([H])=C1[H]	7
[H]OC(=O)[C@]1([H])C([H])([H])C([H])([H])C([H])([H])[C@@]1([H])C(=O)C1=C([H])C([H])=C(C([H])=C1[H])C1=C([H])C([H])=C(N([H])C(=O)N([H])C2=C([H])C([H])=C([H])C(F)=C2[H])C([H])=C1[H]	11
[H]OC(=O)[C@]1([H])C([H])([H])C([H])([H])C([H])([H])[C@@]1([H])C(=O)C1=C([H])C([H])=C(C([H])=C1[H])C1=C([H])C([H])=C(N([H])C(=O)N([H])C2=C([H])C([H])=C([H])C(Cl)=C2[H])C([H])=C1[H]	6
[H]OC(=O)[C@]1([H])C([H])([H])C([H])([H])C([H])([H])[C@@]1([H])C(=O)C1=C([H])C([H])=C(C([H])=C1[H])C1=C([H])C([H])=C(N([H])C(=O)N([H])C2=C([H])C(=C([H])C([H])=C2F)C(F)(F)F)C([H])=C1[H]	5
[H]OC(=O)[C@]1([H])C([H])([H])C([H])([H])C([H])([H])[C@@]1([H])C(=O)C1=C([H])C([H])=C(C([H])=C1[H])C1=C([H])C([H])=C(N([H])C(=O)N([H])C2=C([H])C([H])=C([H])C(=C2[H])C(=O)N([H])C([H])([H])[H])C([H])=C1[H]	994
[H]OC(=O)[C@]1([H])C([H])([H])C([H])([H])C([H])([H])[C@@]1([H])C(=O)C1=C([H])C([H])=C(C([H])=C1[H])C1=C([H])C([H])=C(N([H])C(=O)N([H])C2=C([H])C([H])=C(OC([H])([H])[H])C([H])=C2[H])C([H])=C1[H]	9
[H]OC(=O)[C@]1([H])C([H])([H])C([H])([H])C([H])([H])[C@@]1([H])C(=O)C1=C([H])C([H])=C(C([H])=C1[H])C1=C([H])C([H])=C(N([H])C(=O)N([H])C2=C([H])C([H])=C(C#N)C([H])=C2[H])C([H])=C1[H]	35
