smile	binding.affinity
[H]N1C(=NC2=C1C1=C(C(=O)N([H])C([H])=C1[H])C1=C2C([H])=C([H])C(F)=C1[H])C(C([H])([H])[H])(C([H])([H])[H])C([H])([H])[H]	1
[H]N(C(=O)C1=C(N([H])C(\C([H])=C2/C(=O)N([H])C3=C([H])C([H])=C(F)C([H])=C23)=C1C([H])([H])[H])C([H])([H])[H])C([H])([H])C([H])([H])N(C([H])([H])C([H])([H])[H])C([H])([H])C([H])([H])[H]	410
[H]N1C([H])=C([H])C([H])=C1\C([H])=C1/C(=O)N([H])C2=C1C([H])=C(C([H])=C2[H])C1=C([H])N=C([H])C([H])=C1[H]	600
[H]N(C1=NC(=NC(=C1[H])C1=C([H])N(N=C1[H])C([H])([H])[H])N1C([H])=NC2=C1C([H])=NC([H])=C2[H])[C@]([H])(C1=C([H])C([H])=C([H])C([H])=C1[H])C([H])([H])[H]	77
[H]N(C1=NC(=NC([H])=C1[H])N1C([H])=NC2=C1C([H])=NC([H])=C2[H])[C@]([H])(C1=C([H])C([H])=C([H])C([H])=C1[H])C([H])([H])[H]	4
[H]N1C([H])=C([H])C2=C1N=C([H])N=C2N(C([H])([H])[H])[C@@]1([H])C([H])([H])N(C(=O)C([H])([H])C#N)C([H])([H])C([H])([H])[C@@]1([H])C([H])([H])[H]	12.5
[H]N(C1=NC(=NC(=C1[H])C1=C([H])OC([H])=C1[H])N1C([H])=NC2=C1C([H])=NC([H])=C2[H])[C@@]([H])(C([H])([H])[H])C([H])([H])OC([H])([H])[H]	293.5
[H]N(C1=NC(=NC(=C1[H])N1C([H])([H])C([H])([H])N(C([H])([H])[H])C([H])([H])C1([H])[H])N1C([H])=NC2=C1C([H])=NC([H])=C2[H])[C@]([H])(C1=C([H])C([H])=C([H])C([H])=C1[H])C([H])([H])[H]	19
[H]N(C1=NC(=NC([H])=C1[H])N1C([H])=NC2=C1C([H])=NC([H])=C2[H])[C@]1([H])C2=C(C([H])=C([H])C([H])=C2[H])C([H])([H])C([H])([H])C1([H])[H]	7218
[H]N(C1=NC(=NC(=C1[H])C1=C([H])C([H])=C(C#N)C([H])=C1[H])N1C([H])=NC2=C1C([H])=NC([H])=C2[H])[C@]([H])(C1=C([H])C([H])=C([H])C([H])=C1[H])C([H])([H])[H]	18
[H]N(C1=NC(=NC([H])=C1[H])N1C([H])=NC2=C1C([H])=C([H])N=C2[H])[C@]([H])(C1=C([H])C([H])=C([H])C([H])=C1[H])C([H])([H])[H]	51
[H]N(C1=NC(=NC(=C1[H])C1=C([H])C(C#N)=C([H])C([H])=C1[H])N1C([H])=NC2=C1C([H])=NC([H])=C2[H])[C@]([H])(C1=C([H])C([H])=C([H])C([H])=C1[H])C([H])([H])[H]	56
[H]N(C1=NC([H])=C([H])C(=N1)N1C([H])=NC2=C1C([H])=NC([H])=C2[H])[C@@]([H])(C1=C([H])C([H])=C([H])C([H])=C1[H])C([H])([H])[H]	49
[H]C1=NC2=C(C([H])=NC([H])=C2[H])N1C1=NC([H])=C([H])C(=N1)N(C([H])([H])[H])[C@]([H])(C1=C([H])C([H])=C([H])C([H])=C1[H])C([H])([H])[H]	153
[H]N(C1=NC(=NC(=C1[H])C1=C([H])OC([H])=C1[H])N1C([H])=NC2=C1C([H])=NC([H])=C2[H])[C@]([H])(C1=C([H])C([H])=C([H])C([H])=C1[H])C([H])([H])[H]	16
