smile	binding.affinity
[H]OC(=O)C([H])([H])C([H])([H])[C@]([H])(N([H])[H])C(=O)O[H]	8472.3125
[H]OC(=O)[C@@]([H])(N([H])[H])[C@@]1([H])C([H])([H])[C@]1([H])C(=O)O[H]	387.5
[H]OC(=O)[C@]1([H])[C@@]2([H])C([H])([H])[C@]1([H])[C@](N([H])[H])(C(=O)O[H])C2([H])[H]	165
[H]C1=C(SC2=NC(=C(C(=O)OC([H])([H])N(C([H])([H])[H])C([H])([H])[H])[C@]([H])(N12)C1=C(OC([H])([H])[H])C([H])=C([H])C([H])=C1[H])C([H])([H])C([H])([H])[H])C1=C(Cl)C([H])=C([H])C([H])=C1Cl	1000
[H]\C(N1N=C([H])N=C1[H])=C(\OC1([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C1([H])[H])C1=C(Cl)C([H])=C([H])C([H])=C1Cl	110
[H]OC(=O)[C@]1([H])N([H])C([H])([H])[C@@](N([H])[H])(C(=O)O[H])C1([H])[H]	1725
[H]OC(=O)[C@@]1([H])[C@]2([H])OC([H])([H])[C@@](N([H])[H])(C(=O)O[H])[C@]12[H]	8.395
[H]OC(=O)[C@@]([H])(N([H])[H])[C@]1([H])[C@@]([H])(C(=O)O[H])[C@]1([H])C([H])([H])C([H])([H])C1([H])C2=C(OC3=C1C([H])=C([H])C([H])=C3[H])C([H])=C([H])C([H])=C2[H]	140
[H]OC(=O)[C@]1([H])N(N([H])[H])C([H])([H])[C@@](N([H])[H])(C(=O)O[H])C1([H])[H]	4800
[H]OC(=O)[C@@]1([H])[C@]2([H])SC([H])([H])[C@@](N([H])[H])(C(=O)O[H])[C@]12[H]	22.2525
[H]OC(=O)[C@@]1([H])C([H])([H])[C@]1([H])[C@@](N([H])[H])(C(=O)O[H])C([H])([H])C([H])([H])C1=C([H])C([H])=C([H])C(=C1[H])C(F)(F)F	220
[H]OC(=O)[C@@]1([H])C([H])([H])[C@]1([H])[C@](N([H])[H])(C(=O)O[H])C([H])([H])C1([H])C2=C(OC3=C1C([H])=C([H])C([H])=C3[H])C([H])=C([H])C([H])=C2[H]	22
[H]OC(=O)C(=C([H])[H])C([H])([H])[C@]([H])(N([H])[H])C(=O)O[H]	230
[H]OC(=O)[C@@]1([H])[C@@]2([H])C([H])([H])[C@@]([H])(O[H])[C@@](N([H])[H])(C(=O)O[H])[C@@]12[H]	110
[H]OC(=O)[C@@]([H])(N([H])[H])C([H])([H])[C@@]([H])(C(=O)O[H])C([H])([H])[H]	2000
[H]OC(=O)[C@@]1([H])C([H])([H])[C@]1([H])[C@@](N([H])[H])(C(=O)O[H])C([H])([H])C([H])([H])C1=C([H])C([H])=C(F)C([H])=C1[H]	180
[H]OC(=O)[C@@]1([H])C([H])([H])[C@]1([H])[C@@](N([H])[H])(C(=O)O[H])C([H])([H])C([H])([H])C1=C([H])C([H])=C([H])C(Cl)=C1[H]	180
[H]OC(=O)[C@@]1([H])C([H])([H])[C@]1([H])[C@@](N([H])[H])(C(=O)O[H])C([H])([H])C([H])(C([H])([H])[H])C([H])([H])[H]	1600
[H]OC(=O)[C@@]1([H])C([H])([H])[C@]1([H])[C@@](N([H])[H])(C(=O)O[H])C([H])([H])C([H])([H])C1=C([H])C([H])=C([H])C(N([H])[H])=C1[H]	3100
[H]OC(=O)[C@@]1([H])C([H])([H])[C@]1([H])[C@](N([H])[H])(C(=O)O[H])C([H])([H])C([H])(C1=C([H])C([H])=C([H])C([H])=C1[H])C1=C([H])C([H])=C([H])C([H])=C1[H]	2290
[H]OC(=O)[C@@]1([H])C([H])([H])[C@]1([H])[C@@](N([H])[H])(C(=O)O[H])C([H])([H])C([H])([H])C1=C([H])C([H])=C([H])C(O[H])=C1[H]	1000
[H]OC(=O)[C@@]1([H])C([H])([H])[C@]1([H])[C@@](N([H])[H])(C(=O)O[H])C([H])([H])C([H])([H])C1=C([H])C([H])=C([H])C(=C1[H])C([H])([H])[H]	180
[H]OC(=O)[C@@]1([H])C([H])([H])[C@]1([H])[C@@](N([H])[H])(C(=O)O[H])C([H])([H])C([H])([H])C1=C([H])C([H])=C([H])C(OC([H])([H])[H])=C1[H]	430
